[2024-07-17 21:26:58,469] INFO  * Restarting with stat - call_trace=c:\curso\puc\sprint-03\mvp\back-end\api-rest-freegames\env\lib\site-packages\werkzeug\_internal.py L224 
[2024-07-17 21:27:02,529] INFO 127.0.0.1 - - [17/Jul/2024 21:27:02] "GET /openapi/swagger HTTP/1.1" 200 - - call_trace=c:\curso\puc\sprint-03\mvp\back-end\api-rest-freegames\env\lib\site-packages\werkzeug\_internal.py L224 
[2024-07-17 21:27:03,607] INFO 127.0.0.1 - - [17/Jul/2024 21:27:03] "[36mGET /openapi/static/js/swagger-ui-standalone-preset.js HTTP/1.1[0m" 304 - - call_trace=c:\curso\puc\sprint-03\mvp\back-end\api-rest-freegames\env\lib\site-packages\werkzeug\_internal.py L224 
[2024-07-17 21:27:03,608] INFO 127.0.0.1 - - [17/Jul/2024 21:27:03] "[36mGET /openapi/static/js/swagger-ui-bundle.js HTTP/1.1[0m" 304 - - call_trace=c:\curso\puc\sprint-03\mvp\back-end\api-rest-freegames\env\lib\site-packages\werkzeug\_internal.py L224 
[2024-07-17 21:27:03,609] INFO 127.0.0.1 - - [17/Jul/2024 21:27:03] "[36mGET /openapi/static/css/swagger-ui.css HTTP/1.1[0m" 304 - - call_trace=c:\curso\puc\sprint-03\mvp\back-end\api-rest-freegames\env\lib\site-packages\werkzeug\_internal.py L224 
[2024-07-17 21:27:03,860] INFO 127.0.0.1 - - [17/Jul/2024 21:27:03] "GET /openapi/openapi.json HTTP/1.1" 200 - - call_trace=c:\curso\puc\sprint-03\mvp\back-end\api-rest-freegames\env\lib\site-packages\werkzeug\_internal.py L224 
[2024-07-17 21:27:03,933] INFO 127.0.0.1 - - [17/Jul/2024 21:27:03] "[36mGET /openapi/static/images/swagger.svg HTTP/1.1[0m" 304 - - call_trace=c:\curso\puc\sprint-03\mvp\back-end\api-rest-freegames\env\lib\site-packages\werkzeug\_internal.py L224 
[2024-07-17 21:27:34,027] INFO Recuperando dados da senha do usuário e-mail mlsilva.lopes@gmail.com. - call_trace=C:\Curso\PUC\Sprint-03\MVP\back-end\api-rest-freegames\rotas\usuariorota.py L297 
[2024-07-17 21:27:34,028] INFO Usuário e-mail mlsilva.lopes@gmail.com autenticado com sucesso. - call_trace=C:\Curso\PUC\Sprint-03\MVP\back-end\api-rest-freegames\rotas\usuariorota.py L302 
[2024-07-17 21:27:34,030] INFO 127.0.0.1 - - [17/Jul/2024 21:27:34] "POST /AutenticacaoUsuario HTTP/1.1" 200 - - call_trace=c:\curso\puc\sprint-03\mvp\back-end\api-rest-freegames\env\lib\site-packages\werkzeug\_internal.py L224 
[2024-07-17 21:27:40,733] INFO Recuperando dados da senha do usuário e-mail mlsilva.lopes@gmail.com. - call_trace=C:\Curso\PUC\Sprint-03\MVP\back-end\api-rest-freegames\rotas\usuariorota.py L297 
[2024-07-17 21:27:40,735] INFO 127.0.0.1 - - [17/Jul/2024 21:27:40] "POST /AutenticacaoUsuario HTTP/1.1" 200 - - call_trace=c:\curso\puc\sprint-03\mvp\back-end\api-rest-freegames\env\lib\site-packages\werkzeug\_internal.py L224 
[2024-07-17 21:45:51,102] INFO 127.0.0.1 - - [17/Jul/2024 21:45:51] "OPTIONS /AutenticacaoUsuario HTTP/1.1" 200 - - call_trace=c:\curso\puc\sprint-03\mvp\back-end\api-rest-freegames\env\lib\site-packages\werkzeug\_internal.py L224 
[2024-07-17 21:45:51,234] INFO Recuperando dados da senha do usuário e-mail mlsilva.lopes@gmail.com. - call_trace=C:\Curso\PUC\Sprint-03\MVP\back-end\api-rest-freegames\rotas\usuariorota.py L297 
[2024-07-17 21:45:51,300] INFO 127.0.0.1 - - [17/Jul/2024 21:45:51] "POST /AutenticacaoUsuario HTTP/1.1" 200 - - call_trace=c:\curso\puc\sprint-03\mvp\back-end\api-rest-freegames\env\lib\site-packages\werkzeug\_internal.py L224 
[2024-07-17 21:46:12,215] INFO 127.0.0.1 - - [17/Jul/2024 21:46:12] "OPTIONS /AutenticacaoUsuario HTTP/1.1" 200 - - call_trace=c:\curso\puc\sprint-03\mvp\back-end\api-rest-freegames\env\lib\site-packages\werkzeug\_internal.py L224 
[2024-07-17 21:46:12,259] INFO Recuperando dados da senha do usuário e-mail mlsilva.lopes@gmail.com. - call_trace=C:\Curso\PUC\Sprint-03\MVP\back-end\api-rest-freegames\rotas\usuariorota.py L297 
[2024-07-17 21:46:12,261] INFO 127.0.0.1 - - [17/Jul/2024 21:46:12] "POST /AutenticacaoUsuario HTTP/1.1" 200 - - call_trace=c:\curso\puc\sprint-03\mvp\back-end\api-rest-freegames\env\lib\site-packages\werkzeug\_internal.py L224 
[2024-07-17 21:46:17,669] INFO 127.0.0.1 - - [17/Jul/2024 21:46:17] "OPTIONS /AutenticacaoUsuario HTTP/1.1" 200 - - call_trace=c:\curso\puc\sprint-03\mvp\back-end\api-rest-freegames\env\lib\site-packages\werkzeug\_internal.py L224 
[2024-07-17 21:46:17,694] INFO Recuperando dados da senha do usuário e-mail mlsilva.lopes@gmail.com. - call_trace=C:\Curso\PUC\Sprint-03\MVP\back-end\api-rest-freegames\rotas\usuariorota.py L297 
[2024-07-17 21:46:17,696] INFO Usuário e-mail mlsilva.lopes@gmail.com autenticado com sucesso. - call_trace=C:\Curso\PUC\Sprint-03\MVP\back-end\api-rest-freegames\rotas\usuariorota.py L302 
[2024-07-17 21:46:17,697] INFO 127.0.0.1 - - [17/Jul/2024 21:46:17] "POST /AutenticacaoUsuario HTTP/1.1" 200 - - call_trace=c:\curso\puc\sprint-03\mvp\back-end\api-rest-freegames\env\lib\site-packages\werkzeug\_internal.py L224 
[2024-07-17 21:46:31,808] INFO Games da lista do usuário id 1 não econtrados - call_trace=C:\Curso\PUC\Sprint-03\MVP\back-end\api-rest-freegames\rotas\gamerota.py L152 
[2024-07-17 21:46:31,810] INFO 127.0.0.1 - - [17/Jul/2024 21:46:31] "GET /BuscaGamesLista?idusuariogame=1 HTTP/1.1" 200 - - call_trace=c:\curso\puc\sprint-03\mvp\back-end\api-rest-freegames\env\lib\site-packages\werkzeug\_internal.py L224 
[2024-07-17 21:46:33,421] INFO Recuperando dados do usuário id 1 - call_trace=C:\Curso\PUC\Sprint-03\MVP\back-end\api-rest-freegames\rotas\usuariorota.py L88  
[2024-07-17 21:46:33,428] INFO usuario econtrado: Usuario(idusuario=1, email=mlsilva.lopes@gmail.com, nome=MAURICIO LOPES ,                         cep=24941525,  endereco=Rodovia Ernani do Amaral Peixoto,numero=S/N,                         complemento=LOTE 5 Q 6, cidade=Maricá, bairro=Chácaras de Inoã (Inoã),                         uf=RJ,dtcadastro=2024-07-17 20:41:38.378232, dtalteracao=2024-07-17 21:15:45.039536) - call_trace=C:\Curso\PUC\Sprint-03\MVP\back-end\api-rest-freegames\rotas\usuariorota.py L100 
[2024-07-17 21:46:33,432] INFO 127.0.0.1 - - [17/Jul/2024 21:46:33] "GET /BuscaUsuario?idusuario=1 HTTP/1.1" 200 - - call_trace=c:\curso\puc\sprint-03\mvp\back-end\api-rest-freegames\env\lib\site-packages\werkzeug\_internal.py L224 
[2024-07-17 22:10:19,505] INFO 127.0.0.1 - - [17/Jul/2024 22:10:19] "OPTIONS /AutenticacaoUsuario HTTP/1.1" 200 - - call_trace=c:\curso\puc\sprint-03\mvp\back-end\api-rest-freegames\env\lib\site-packages\werkzeug\_internal.py L224 
[2024-07-17 22:10:19,535] INFO Recuperando dados da senha do usuário e-mail mlsilva.lopes@gmail.com. - call_trace=C:\Curso\PUC\Sprint-03\MVP\back-end\api-rest-freegames\rotas\usuariorota.py L297 
[2024-07-17 22:10:19,536] INFO Usuário e-mail mlsilva.lopes@gmail.com autenticado com sucesso. - call_trace=C:\Curso\PUC\Sprint-03\MVP\back-end\api-rest-freegames\rotas\usuariorota.py L302 
[2024-07-17 22:10:19,539] INFO 127.0.0.1 - - [17/Jul/2024 22:10:19] "POST /AutenticacaoUsuario HTTP/1.1" 200 - - call_trace=c:\curso\puc\sprint-03\mvp\back-end\api-rest-freegames\env\lib\site-packages\werkzeug\_internal.py L224 
[2024-07-17 22:10:47,990] INFO 127.0.0.1 - - [17/Jul/2024 22:10:47] "OPTIONS /AdicionaGameLista HTTP/1.1" 200 - - call_trace=c:\curso\puc\sprint-03\mvp\back-end\api-rest-freegames\env\lib\site-packages\werkzeug\_internal.py L224 
[2024-07-17 22:10:48,724] INFO Requisição dos dados do game id: 582 - call_trace=C:\Curso\PUC\Sprint-03\MVP\back-end\api-rest-freegames\rotas\gamerota.py L52  
[2024-07-17 22:10:48,730] INFO Carregando informações do game id: 582 - call_trace=C:\Curso\PUC\Sprint-03\MVP\back-end\api-rest-freegames\rotas\gamerota.py L63  
